epirr_id,status,data_generating_centre,assay_type,experiment_type,uuid,inputs,inputs_ctl,original_read_length,original_read_length_ctl,trimmed_read_length,trimmed_read_length_ctl,software_version,chastity_passed,paired_end,analyzed_as_stranded,upload_date,data_file_path,epirr_id_without_version
IHECRE00002292.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,b3b5cdeb-96f4-494a-8263-3aa116e434d9,EGAR00001297116;EGAR00001318998;EGAR00001318999;EGAR00001319000;EGAR00001319001;EGAR00001319002;EGAR00001319003;EGAR00001319004;EGAR00001319005;EGAR00001319006,EGAR00001072370,45-46;45-46;45-46;45-46;45-46;45-46;45-46;45-46;45-46;45-46,42,42;42;42;42;42;42;42;42;42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002292.1.b3b5cdeb-96f4-494a-8263-3aa116e434d9.*,IHECRE00002292
IHECRE00002292.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,25d9a906-1a17-41b2-8a38-4f018b3747e8,EGAR00001299956,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002292.1.25d9a906-1a17-41b2-8a38-4f018b3747e8.*,IHECRE00002292
IHECRE00002293.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,6bdb0224-d94b-4630-aa06-688ba055c574,EGAR00001318320;EGAR00001318321;EGAR00001318322;EGAR00001318323,EGAR00001072370,45;45;45;45,42,42;42;42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002293.1.6bdb0224-d94b-4630-aa06-688ba055c574.*,IHECRE00002293
IHECRE00002293.1,partial,BLUEPRINT,ChIP-Seq,H3K27me3,d1a3aa2d-145f-4acc-ba13-d8961985b1e5,EGAR00001318374;EGAR00001318375;EGAR00001318376;EGAR00001318377;EGAR00001318378;EGAR00001318379,EGAR00001072370,45;45;45;45;46;46,42,42;42;42;42;42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002293.1.d1a3aa2d-145f-4acc-ba13-d8961985b1e5.*,IHECRE00002293
IHECRE00002293.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,67514328-4f74-4135-8caf-1743969c6cdc,EGAR00001318308;EGAR00001318309;EGAR00001318310;EGAR00001318311;EGAR00001318312;EGAR00001318313,EGAR00001072370,45;45;45;45;45;45,42,42;42;42;42;42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002293.1.67514328-4f74-4135-8caf-1743969c6cdc.*,IHECRE00002293
IHECRE00002293.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,6612e2fd-7e9a-42fa-93e0-f04612174451,EGAR00001295344,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002293.1.6612e2fd-7e9a-42fa-93e0-f04612174451.*,IHECRE00002293
IHECRE00002294.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,68fb91f9-01c7-4cbd-8bf2-f448ebbdf6de,EGAR00001339456;EGAR00001339778,EGAR00001088374;EGAR00001096292,43;43,42;42,43;43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002294.1.68fb91f9-01c7-4cbd-8bf2-f448ebbdf6de.*,IHECRE00002294
IHECRE00002294.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,7ada6ae8-7a4d-4324-be99-f33b4b119fde,EGAR00001281544,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002294.1.7ada6ae8-7a4d-4324-be99-f33b4b119fde.*,IHECRE00002294
IHECRE00002295.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,86916b16-31e6-422e-9ca5-4f3a5e658f67,EGAR00001342996;EGAR00001342997,EGAR00001185144,100;100,43,75;75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002295.1.86916b16-31e6-422e-9ca5-4f3a5e658f67.*,IHECRE00002295
IHECRE00002295.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,0ce1e96c-30ed-407a-8d88-5f614b351e47,EGAR00001342998;EGAR00001342999,EGAR00001185144,100;100,43,75;75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002295.1.0ce1e96c-30ed-407a-8d88-5f614b351e47.*,IHECRE00002295
IHECRE00002295.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,e7f3079a-98e8-411e-8f66-9247a397395e,EGAR00001325205,nan,100,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002295.1.e7f3079a-98e8-411e-8f66-9247a397395e.*,IHECRE00002295
IHECRE00002296.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,a36917c6-896c-4f99-8480-f54acc639718,EGAR00001305723,EGAR00001088374;EGAR00001096292,42,42;42,42,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002296.1.a36917c6-896c-4f99-8480-f54acc639718.*,IHECRE00002296
IHECRE00002296.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,a2426a96-1ae2-4680-aa1a-134a80a4a6b4,EGAR00001155918,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002296.1.a2426a96-1ae2-4680-aa1a-134a80a4a6b4.*,IHECRE00002296
IHECRE00002297.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,5807b379-534c-4667-a4c2-4ffe850a7f0f,EGAR00001343042;EGAR00001343043,EGAR00001185144,100;100,43,75;75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002297.1.5807b379-534c-4667-a4c2-4ffe850a7f0f.*,IHECRE00002297
IHECRE00002297.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,cea9d13b-ea7c-484f-b206-b3eb6299c722,EGAR00001422215,EGAR00001185144,100,43,75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002297.1.cea9d13b-ea7c-484f-b206-b3eb6299c722.*,IHECRE00002297
IHECRE00002297.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,d1da80b5-6bff-42e0-809b-8fed78edac2c,EGAR00001325226,nan,100,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002297.1.d1da80b5-6bff-42e0-809b-8fed78edac2c.*,IHECRE00002297
IHECRE00002298.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,abb4dbf2-a436-4781-9996-8761135f33cd,EGAR00001385740,EGAR00001185144,100,43,75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002298.1.abb4dbf2-a436-4781-9996-8761135f33cd.*,IHECRE00002298
IHECRE00002298.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,19ad7a5c-78ea-4029-be3a-298facfb459c,EGAR00001366137,nan,100,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002298.1.19ad7a5c-78ea-4029-be3a-298facfb459c.*,IHECRE00002298
IHECRE00002299.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,892c1860-1de5-4c5e-b1fa-1491b310a315,EGAR00001338091;EGAR00001338092;EGAR00001338093;EGAR00001338094;EGAR00001338095;EGAR00001338096;EGAR00001338097;EGAR00001338098;EGAR00001338099;EGAR00001301326,EGAR00001072370,43;43;43;43;43;43;43;43;43;43,42,43;43;43;43;43;43;43;43;43;43,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002299.1.892c1860-1de5-4c5e-b1fa-1491b310a315.*,IHECRE00002299
IHECRE00002299.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,852c3463-7768-4ddf-8fe0-ebc665c65e92,EGAR00001338102;EGAR00001338103;EGAR00001338104;EGAR00001338105;EGAR00001338106;EGAR00001338107;EGAR00001338108;EGAR00001338109;EGAR00001338110;EGAR00001301378,EGAR00001072370,43;43;43;43;43;43;43;43;43;43,42,43;43;43;43;43;43;43;43;43;43,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002299.1.852c3463-7768-4ddf-8fe0-ebc665c65e92.*,IHECRE00002299
IHECRE00002299.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,fd1708dd-f8f0-408c-bbf0-fdecfede9c61,EGAR00001299960,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002299.1.fd1708dd-f8f0-408c-bbf0-fdecfede9c61.*,IHECRE00002299
IHECRE00002300.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,a63742a2-4357-410c-85e4-735c17bf0b60,EGAR00001340232;EGAR00001340233,EGAR00001185144,100;100,43,75;75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002300.1.a63742a2-4357-410c-85e4-735c17bf0b60.*,IHECRE00002300
IHECRE00002300.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,27b48d17-0cd0-4bdb-bcb8-2207545a8175,EGAR00001422206,EGAR00001185144,100,43,75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002300.1.27b48d17-0cd0-4bdb-bcb8-2207545a8175.*,IHECRE00002300
IHECRE00002300.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,7473ff16-861e-4ace-a766-e1e7d9dbdcf1,EGAR00001325204,nan,100,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002300.1.7473ff16-861e-4ace-a766-e1e7d9dbdcf1.*,IHECRE00002300
IHECRE00002301.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,c3be2f53-0d34-47e2-8416-ed6f8ab78094,EGAR00001305782,EGAR00001088374;EGAR00001096292,42,42;42,42,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002301.1.c3be2f53-0d34-47e2-8416-ed6f8ab78094.*,IHECRE00002301
IHECRE00002301.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,d624b35a-000e-4d3c-aa68-a66218b9067f,EGAR00001155902,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002301.1.d624b35a-000e-4d3c-aa68-a66218b9067f.*,IHECRE00002301
IHECRE00002302.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,23435282-d1b2-4f5a-a2a3-79751a20c3fb,EGAR00001339518;EGAR00001339592,EGAR00001088374;EGAR00001096292,43;43,42;42,43;43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002302.1.23435282-d1b2-4f5a-a2a3-79751a20c3fb.*,IHECRE00002302
IHECRE00002302.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,29473459-c126-4f8b-8e0a-6b035d8b8438,EGAR00001314279,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002302.1.29473459-c126-4f8b-8e0a-6b035d8b8438.*,IHECRE00002302
IHECRE00002303.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,c0da5579-c27a-4e92-86d9-2acb2515fa82,EGAR00001319243;EGAR00001319244;EGAR00001319245;EGAR00001319246,EGAR00001072370,44;44;44;44,42,42;42;42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002303.1.c0da5579-c27a-4e92-86d9-2acb2515fa82.*,IHECRE00002303
IHECRE00002303.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,915c3c2a-a05e-4209-ab8b-7c11b8a3dbec,EGAR00001319238;EGAR00001319239;EGAR00001319240;EGAR00001319241;EGAR00001319242,EGAR00001072370,44;44;44;45;44,42,42;42;42;42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002303.1.915c3c2a-a05e-4209-ab8b-7c11b8a3dbec.*,IHECRE00002303
IHECRE00002303.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,f0c6e37f-f6d5-477b-b82d-bb42660a6d22,EGAR00001299945,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002303.1.f0c6e37f-f6d5-477b-b82d-bb42660a6d22.*,IHECRE00002303
IHECRE00002304.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,261c90de-7782-4a53-a7b2-be92fa4d9683,EGAR00001339741;EGAR00001339974,EGAR00001088374;EGAR00001096292,43;43,42;42,43;43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002304.1.261c90de-7782-4a53-a7b2-be92fa4d9683.*,IHECRE00002304
IHECRE00002304.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,88ed6442-b57e-4069-b5e2-e92843261f17,EGAR00001295286,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002304.1.88ed6442-b57e-4069-b5e2-e92843261f17.*,IHECRE00002304
IHECRE00002305.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,ac59babf-c79a-49fa-93a1-e5916d6f6659,EGAR00001339601;EGAR00001339830,EGAR00001088374;EGAR00001096292,43;43,42;42,43;43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002305.1.ac59babf-c79a-49fa-93a1-e5916d6f6659.*,IHECRE00002305
IHECRE00002305.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,de61329b-178a-4d5f-89a1-f42656ddafef,EGAR00001314277,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002305.1.de61329b-178a-4d5f-89a1-f42656ddafef.*,IHECRE00002305
IHECRE00002306.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,911d335c-f835-4557-a91a-f087bb478235,EGAR00001338287;EGAR00001338288;EGAR00001338289;EGAR00001338290;EGAR00001338291;EGAR00001338292;EGAR00001338293;EGAR00001338294;EGAR00001338295;EGAR00001301445,EGAR00001072370,43;43;43;43;43;43;43;43;43;43,42,43;43;43;43;43;43;43;43;43;43,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002306.1.911d335c-f835-4557-a91a-f087bb478235.*,IHECRE00002306
IHECRE00002306.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,add19ef7-5bf7-46ca-8a84-94f7436952af,EGAR00001314264,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002306.1.add19ef7-5bf7-46ca-8a84-94f7436952af.*,IHECRE00002306
IHECRE00002307.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,26c9b3a3-691f-4fa5-a993-8230db8ae401,EGAR00001343184,EGAR00001185144,100,43,75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002307.1.26c9b3a3-691f-4fa5-a993-8230db8ae401.*,IHECRE00002307
IHECRE00002307.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,1ecd1f7c-067e-40d5-a520-9d0eb5bb4cdf,EGAR00001366144,nan,100,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002307.1.1ecd1f7c-067e-40d5-a520-9d0eb5bb4cdf.*,IHECRE00002307
IHECRE00002308.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,c9346041-c0eb-470e-83be-c142e7077fb4,EGAR00001305820,EGAR00001088374;EGAR00001096292,45,42;42,42,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002308.1.c9346041-c0eb-470e-83be-c142e7077fb4.*,IHECRE00002308
IHECRE00002308.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,2a46b899-a71b-446c-9a56-808611c97d14,EGAR00001155867,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002308.1.2a46b899-a71b-446c-9a56-808611c97d14.*,IHECRE00002308
IHECRE00002309.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,08cdccab-f392-41ad-b507-864159fadca7,EGAR00001340210,EGAR00001185144,100,43,75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002309.1.08cdccab-f392-41ad-b507-864159fadca7.*,IHECRE00002309
IHECRE00002309.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,61195d01-6b22-4265-a31f-545e91714bc3,EGAR00001422199,EGAR00001185144,100,43,75,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002309.1.61195d01-6b22-4265-a31f-545e91714bc3.*,IHECRE00002309
IHECRE00002309.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,371a3fd5-4c13-4f23-9a54-b9a1cf049dcf,EGAR00001325193,nan,100,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002309.1.371a3fd5-4c13-4f23-9a54-b9a1cf049dcf.*,IHECRE00002309
IHECRE00002310.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,346792e3-28c0-4d63-aca2-5742d2af49dd,EGAR00001305720;EGAR00001305791,EGAR00001072370,44;44,42,42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-30-2022,incoming/ChIP-Seq/08-30-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002310.1.346792e3-28c0-4d63-aca2-5742d2af49dd.*,IHECRE00002310
IHECRE00002310.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,73ca4498-e30b-4236-b1fb-9183b14f7f50,EGAR00001305741,EGAR00001072370,42,42,42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002310.1.73ca4498-e30b-4236-b1fb-9183b14f7f50.*,IHECRE00002310
IHECRE00002310.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,b48a92c2-bcd6-4364-8a79-0851d5410cf6,EGAR00001149120,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002310.1.b48a92c2-bcd6-4364-8a79-0851d5410cf6.*,IHECRE00002310
IHECRE00002311.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,43d63eb8-9d2c-480d-a19b-5d4f70247c39,EGAR00001325254,nan,100,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,true,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002311.1.43d63eb8-9d2c-480d-a19b-5d4f70247c39.*,IHECRE00002311
IHECRE00002312.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,f30a41a2-0583-455d-87fb-0ae34601dd69,EGAR00001339576;EGAR00001339947,EGAR00001088374;EGAR00001096292,43;43,42;42,43;43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002312.1.f30a41a2-0583-455d-87fb-0ae34601dd69.*,IHECRE00002312
IHECRE00002312.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,c9b962c8-65a8-44ef-bf85-b63133be00f5,EGAR00001281540,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002312.1.c9b962c8-65a8-44ef-bf85-b63133be00f5.*,IHECRE00002312
IHECRE00002313.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,d1d63dc0-62ef-4f4f-b2c9-87c4b46c288b,EGAR00001339475;EGAR00001339879,EGAR00001088374;EGAR00001096292,43;43,42;42,43;43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-24-2022,incoming/ChIP-Seq/08-24-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002313.1.d1d63dc0-62ef-4f4f-b2c9-87c4b46c288b.*,IHECRE00002313
IHECRE00002313.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,78158a7c-e265-4668-8b8b-e892d98a0714,EGAR00001295315,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002313.1.78158a7c-e265-4668-8b8b-e892d98a0714.*,IHECRE00002313
IHECRE00002314.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,7a8d4d7f-67ef-4df3-9ae6-a6bb66d92004,EGAR00001295360,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002314.1.7a8d4d7f-67ef-4df3-9ae6-a6bb66d92004.*,IHECRE00002314
IHECRE00002315.1,partial,BLUEPRINT,ChIP-Seq,H3K4me1,66acfa20-5177-47d3-8aa2-ccfb58d8e7ab,EGAR00001318300;EGAR00001318301;EGAR00001318302;EGAR00001318303,EGAR00001072370,45;46;45;46,42,42;42;42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-25-2022,incoming/ChIP-Seq/08-25-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002315.1.66acfa20-5177-47d3-8aa2-ccfb58d8e7ab.*,IHECRE00002315
IHECRE00002315.1,partial,BLUEPRINT,ChIP-Seq,H3K4me3,c7ea9c4d-dc00-4dcc-b06f-5fa3e7c790c3,EGAR00001318342;EGAR00001318343;EGAR00001318344;EGAR00001318345;EGAR00001318346;EGAR00001318347,EGAR00001072370,45;45;46;45;45;45,42,42;42;42;42;42;42,42,ihec-chipseq-containerv1.1.4,true,false,nan,08-25-2022,incoming/ChIP-Seq/08-25-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002315.1.c7ea9c4d-dc00-4dcc-b06f-5fa3e7c790c3.*,IHECRE00002315
IHECRE00002315.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,5fa1ebe4-af7c-494a-bf54-e79a2d486aa1,EGAR00001295350,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002315.1.5fa1ebe4-af7c-494a-bf54-e79a2d486aa1.*,IHECRE00002315
IHECRE00002316.1,partial,BLUEPRINT,ChIP-Seq,H3K27ac,4ae48b60-b5e3-4bb1-99ed-a804d594dd94,EGAR00001339853;EGAR00001339992,EGAR00001088374;EGAR00001096292,43;43,42;42,43;43,42;42,ihec-chipseq-containerv1.1.4,true,false,nan,08-25-2022,incoming/ChIP-Seq/08-25-2022/ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002316.1.4ae48b60-b5e3-4bb1-99ed-a804d594dd94.*,IHECRE00002316
IHECRE00002316.1,partial,BLUEPRINT,RNA-Seq,total-RNA-Seq,195841c2-599b-4837-ac96-a09636b960ff,EGAR00001295314,nan,101,nan,75,nan,ihec-rnaseq-containerv1.1.0,true,false,true,08-17-2022,incoming/RNA-Seq/08-17-2022/ihec.rna-seq.ihec-grapenf-containerv1.1.0.IHECRE00002316.1.195841c2-599b-4837-ac96-a09636b960ff.*,IHECRE00002316
