EpiRR	EpiRR_status	project	metadata	value
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	donor_sex	Male
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	origin_sample	foreskin keratinocyte
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	donor_age_unit	year
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	biological_replicates	ENCBS810OKS
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	disease	healthy
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	donor_age	NA
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	culture_conditions	unknown
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/CL_1001606
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	cell_type	foreskin keratinocyte
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	markers	unknown
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	donor_health_status	healthy
IHECRE00000994.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Unknown Source
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Tissue
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	donor_life_stage	embryonic
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	donor_ethnicity	NA
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	donor_age_unit	day
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	tissue_type	muscle of leg
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	disease	NA
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	collection_method	unknown
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/UBERON_0001383
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	tissue_depot	muscle of leg
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	donor_health_status	NA
IHECRE00000995.5	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Ian Glass at Congenital Defects Lab, University of Washington
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	biomaterial_type	Cell Line
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	differentiation_stage	unknown
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	differentiation_method	unknown
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	medium	unknown
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	line	iPS-15b
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	biological_replicates	NA
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	disease	NA
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	sex	Female
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	lineage	ectoderm
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	batch	unknown
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	https://www.ebi.ac.uk/efo/EFO_0007102
IHECRE00000996.5	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Alex Meissner at Harvard University
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Cell Line
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	differentiation_stage	unknown
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	differentiation_method	unknown
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	disease	NA
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	sex	Male
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	lineage	ectoderm,mesoderm
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	batch	unknown
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	medium	unknown
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	https://www.ebi.ac.uk/efo/EFO_0007096
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	line	iPS DF 19.11
IHECRE00000997.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	James Thomson at Morgridge Institute, University of Wisconsin
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Cell Line
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	differentiation_stage	unknown
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	differentiation_method	unknown
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	medium	unknown
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	line	H7
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	biological_replicates	NA
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	disease	NA
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	sex	Female
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	lineage	unknown
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	batch	unknown
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	https://www.ebi.ac.uk/efo/EFO_0005904
IHECRE00000998.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Alex Meissner at Harvard University
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Cell Line
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	differentiation_stage	unknown
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	differentiation_method	unknown
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	disease	NA
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	sex	Male
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	lineage	ectoderm,mesoderm
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	batch	unknown
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	medium	unknown
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	https://www.ebi.ac.uk/efo/EFO_0007098
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	line	iPS DF 6.9
IHECRE00000999.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	James Thomson at Morgridge Institute, University of Wisconsin
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Cell Line
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	differentiation_stage	unknown
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	differentiation_method	unknown
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	passage	45
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	medium	unknown
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	line	ES-I3
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	disease	NA
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	sex	Female
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	lineage	unknown
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	batch	unknown
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	https://www.ebi.ac.uk/efo/EFO_0007076
IHECRE00001000.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Alex Meissner at Harvard University
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	origin_sample_ontology_curie	http://purl.obolibrary.org/obo/CL_0000624
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Cell Culture
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	donor_id	ENCDO779YRY
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	donor_life_stage	unknown
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	donor_ethnicity	NA
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	passage_if_expanded	NA
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	donor_sex	Unknown
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	origin_sample	CD4-positive, alpha-beta T cell
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	donor_age_unit	year
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	biological_replicates	ENCBS182XKP
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	disease	healthy
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	donor_age	NA
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	treatment	Homo sapiens CD4-positive, alpha-beta T primary cell treated with phorbol 13-acetate 12-myristate , ionomycin
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	culture_conditions	unknown
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/CL_0000624
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	cell_type	CD4-positive, alpha-beta T cell
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	markers	unknown
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	donor_health_status	healthy
IHECRE00001001.5	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Unknown Source
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Cell Line
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	differentiation_stage	unknown
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	differentiation_method	unknown
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	disease	healthy
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	sex	Male
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	lineage	endoderm,mesoderm
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	batch	unknown
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	medium	unknown
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	https://www.ebi.ac.uk/efo/NTR_0000856
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	line	mesendoderm
IHECRE00001023.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	James Thomson at Morgridge Institute, University of Wisconsin
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	origin_sample_ontology_curie	http://purl.obolibrary.org/obo/CL_2000001
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Cell Culture
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	donor_life_stage	adult
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	passage_if_expanded	NA
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	origin_sample	peripheral blood mononuclear cell
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	donor_age_unit	year
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	disease	healthy
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	culture_conditions	unknown
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/CL_2000001
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	cell_type	peripheral blood mononuclear cell
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	markers	unknown
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	donor_health_status	healthy
IHECRE00001024.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Arthur Weiss at UCSF
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	origin_sample_ontology_curie	http://purl.obolibrary.org/obo/CL_2000045
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Cell Culture
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	donor_id	ENCDO666YUN
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	donor_life_stage	newborn
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	donor_ethnicity	NA
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	passage_if_expanded	2
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	donor_sex	Male
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	origin_sample	foreskin melanocyte
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	donor_age_unit	year
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	disease	healthy
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	donor_age	NA
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	culture_conditions	unknown
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/CL_2000045
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	cell_type	foreskin melanocyte
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	markers	unknown
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	donor_health_status	healthy
IHECRE00001026.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Unknown Source
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Tissue
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	donor_id	ENCDO463PIS
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	donor_life_stage	embryonic
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	donor_ethnicity	Caucasian
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	donor_sex	Male
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	donor_age_unit	week
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	biological_replicates	ENCBS646PGX
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	tissue_type	germinal matrix
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	disease	healthy
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	donor_age	20
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	collection_method	unknown
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/NTR_0001407
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	tissue_depot	germinal matrix
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	donor_health_status	healthy
IHECRE00001029.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Joseph Costello at UCSF
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Tissue
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	tissue_type	liver
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	donor_age_unit	year
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	donor_life_stage	adult
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	collection_method	unknown
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/UBERON_0002107
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	tissue_depot	liver
IHECRE00001031.5	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Unknown Source
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Tissue
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	tissue_type	brain
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	donor_life_stage	embryonic
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	donor_ethnicity	NA
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	collection_method	unknown
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	donor_sex	Female
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/UBERON_0000955
IHECRE00001032.5	Partial	NIH Roadmap Epigenomics	tissue_depot	brain
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	origin_sample_ontology_curie	http://purl.obolibrary.org/obo/CL_1001608
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Cell Culture
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	donor_id	ENCDO686OPO
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	donor_life_stage	newborn
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	donor_ethnicity	NA
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	passage_if_expanded	4
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	donor_sex	Male
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	origin_sample	foreskin fibroblast
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	donor_age_unit	year
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	biological_replicates	ENCBS612XXS
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	disease	healthy
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	donor_age	NA
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	culture_conditions	unknown
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/CL_1001608
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	cell_type	foreskin fibroblast
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	markers	unknown
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	donor_health_status	healthy
IHECRE00001033.6	Partial	NIH Roadmap Epigenomics	biomaterial_provider	Unknown Source
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	origin_sample_ontology_curie	http://purl.obolibrary.org/obo/CL_0000625
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Cell Culture
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	passage_if_expanded	NA
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	origin_sample	CD8-positive, alpha-beta T cell
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	donor_age_unit	year
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	disease	healthy
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	culture_conditions	unknown
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/CL_0000625
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	cell_type	CD8-positive, alpha-beta T cell
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	markers	unknown
IHECRE00001034.6	Partial	NIH Roadmap Epigenomics	donor_health_status	healthy
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Tissue
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	donor_age_unit	year
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	biological_replicates	NA
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	tissue_type	endocrine pancreas
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	taxon_id	9606
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	species	Homo sapiens
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	collection_method	unknown
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	donor_health_status_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	treatment	NA
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	sample_ontology_curie	http://purl.obolibrary.org/obo/UBERON_0000016
IHECRE00001035.5	Partial	NIH Roadmap Epigenomics	tissue_depot	endocrine pancreas
IHECRE00001036.5	Partial	NIH Roadmap Epigenomics	origin_sample_ontology_curie	http://purl.obolibrary.org/obo/CL_0000895
IHECRE00001036.5	Partial	NIH Roadmap Epigenomics	disease_ontology_curie	https://ncit.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf?nav_type=terminologies
IHECRE00001036.5	Partial	NIH Roadmap Epigenomics	biomaterial_type	Primary Cell Culture
IHECRE00001036.5	Partial	NIH Roadmap Epigenomics	passage_if_expanded	NA
IHECRE00001036.5	Partial	NIH Roadmap Epigenomics	origin_sample	naive thymus-derived CD4-positive, alpha-beta T cell
IHECRE00001036.5	Partial	NIH Roadmap Epigenomics	donor_age_unit	year
IHECRE00001036.5	Partial	NIH Roadmap Epigenomics	taxon_id	9606
